Note,Velocity,time,acc_time
82,0,0.05877978541666667,210.46182473333874
75,57,0.0007440479166666667,210.4625687812554
51,0,0.05877978541666667,210.5213485666721
54,51,0.0007440479166666667,210.52209261458876
75,0,0.029017868750000002,210.55111048333876
78,56,0.0007440479166666667,210.55185453125543
78,0,0.08407741458333333,210.63593194583876
54,0,0.0044642875000000005,210.64039623333878
69,55,0.0007440479166666667,210.64114028125545
57,49,0,210.64114028125545
69,0,0.08854170208333334,210.7296819833388
81,81,0.0007440479166666667,210.73042603125546
57,0,0.029017868750000002,210.75944390000546
54,47,0.0007440479166666667,210.76018794792213
81,0,0.05877978541666667,210.8189677333388
75,53,0.0007440479166666667,210.81971178125548
54,0,0.05877978541666667,210.87849156667215
51,45,0.0007440479166666667,210.87923561458882
75,0,0.029017868750000002,210.90825348333883
78,52,0.0007440479166666667,210.9089975312555
51,0,0.08258931875,210.9915868500055
78,0,0.0014880958333333334,210.99307494583883
69,50,0.005208335416666667,210.99828328125548
48,1,0,210.99828328125548
69,0,0.08854170208333334,211.08682498333883
81,73,0.0007440479166666667,211.0875690312555
48,0,0.029017868750000002,211.1165869000055
51,42,0.0007440479166666667,211.11733094792217
81,0,0.05877978541666667,211.17611073333885
75,48,0.0007440479166666667,211.1768547812555
51,0,0.05877978541666667,211.2356345666722
54,40,0.0007440479166666667,211.23637861458886
75,0,0.029017868750000002,211.26539648333886
78,47,0.0007440479166666667,211.26614053125553
78,0,0.08407741458333333,211.35021794583886
54,0,0.0044642875000000005,211.35468223333888
69,46,0.0007440479166666667,211.35542628125555
57,39,0,211.35542628125555
69,0,0.08854170208333334,211.4439679833389
81,67,0.0007440479166666667,211.44471203125556
57,0,0.029017868750000002,211.47372990000557
54,37,0.0007440479166666667,211.47447394792223
81,0,0.05877978541666667,211.5332537333389
75,44,0.0007440479166666667,211.53399778125558
54,0,0.05877978541666667,211.59277756667225
51,35,0.0007440479166666667,211.59352161458892
75,0,0.029017868750000002,211.62253948333893
78,43,0.0007440479166666667,211.6232835312556
51,0,0.08258931875,211.7058728500056
78,0,0.0014880958333333334,211.70736094583893
72,41,0.005208335416666667,211.71256928125558
45,64,0,211.71256928125558
72,0,0.08705360625,211.7996228875056
84,61,0.0007440479166666667,211.80036693542226
45,0,0.029017868750000002,211.82938480417226
51,33,0.0007440479166666667,211.83012885208893
84,0,0.05877978541666667,211.8889086375056
75,41,0.0007440479166666667,211.88965268542228
51,0,0.05877978541666667,211.94843247083895
54,33,0.0007440479166666667,211.94917651875562
75,0,0.029017868750000002,211.97819438750562
78,41,0.0007440479166666667,211.9789384354223
78,0,0.08407741458333333,212.06301585000563
54,0,0.0044642875000000005,212.06748013750564
71,41,0.0007440479166666667,212.0682241854223
59,33,0,212.0682241854223
71,0,0.08854170208333334,212.15676588750566
83,61,0.0007440479166666667,212.15750993542233
59,0,0.029017868750000002,212.18652780417233
54,33,0.0007440479166666667,212.187271852089
83,0,0.05877978541666667,212.24605163750567
75,41,0.0007440479166666667,212.24679568542234
54,0,0.05877978541666667,212.30557547083902
51,33,0.0007440479166666667,212.30631951875569
75,0,0.029017868750000002,212.3353373875057
78,41,0.0007440479166666667,212.33608143542236
51,0,0.08258931875,212.41867075417235
78,0,0.0014880958333333334,212.4201588500057
71,41,0.005208335416666667,212.42536718542235
46,64,0,212.42536718542235
71,0,0.08705360625,212.51242079167235
83,61,0.0007440479166666667,212.51316483958902
46,0,0.029017868750000002,212.54218270833903
51,33,0.0007440479166666667,212.5429267562557
83,0,0.05877978541666667,212.60170654167237
75,41,0.0007440479166666667,212.60245058958904
51,0,0.05877978541666667,212.66123037500572
54,33,0.0007440479166666667,212.66197442292238
75,0,0.029017868750000002,212.6909922916724
78,41,0.0007440479166666667,212.69173633958906
78,0,0.08407741458333333,212.7758137541724
54,0,0.0044642875000000005,212.7802780416724
70,41,0.0007440479166666667,212.78102208958907
58,33,0,212.78102208958907
70,0,0.08854170208333334,212.86956379167242
82,61,0.0007440479166666667,212.8703078395891
58,0,0.029017868750000002,212.8993257083391
54,33,0.0007440479166666667,212.90006975625576
82,0,0.05877978541666667,212.95884954167244
75,41,0.0007440479166666667,212.9595935895891
54,0,0.05877978541666667,213.01837337500578
51,33,0.0007440479166666667,213.01911742292245
75,0,0.029017868750000002,213.04813529167245
78,41,0.0007440479166666667,213.04887933958912
51,0,0.08258931875,213.13146865833912
78,0,0.0014880958333333334,213.13295675417245
70,41,0.005208335416666667,213.1381650895891
47,64,0,213.1381650895891
70,0,0.08705360625,213.22521869583912
82,61,0.0007440479166666667,213.2259627437558
47,0,0.029017868750000002,213.2549806125058
51,33,0.0007440479166666667,213.25572466042246
82,0,0.05877978541666667,213.31450444583913
75,41,0.0007440479166666667,213.3152484937558
51,0,0.05877978541666667,213.37402827917248
54,33,0.0007440479166666667,213.37477232708915
75,0,0.029017868750000002,213.40379019583915
78,41,0.0007440479166666667,213.40453424375582
78,0,0.08407741458333333,213.48861165833915
54,0,0.0044642875000000005,213.49307594583917
69,41,0,213.49307594583917
57,33,0,213.49307594583917
69,0,0.09786188125,213.59093782708916
81,61,0.00082236875,213.59176019583916
57,0,0.032072381250000004,213.62383257708916
54,33,0.00082236875,213.62465494583915
81,0,0.06496713125,213.68962207708915
75,41,0.00082236875,213.69044444583915
54,0,0.06496713125,213.75541157708915
51,33,0.00082236875,213.75623394583914
75,0,0.032072381250000004,213.78830632708915
78,41,0.00082236875,213.78912869583914
51,0,0.09128293125,213.88041162708913
78,0,0.0016447375,213.88205636458912
69,41,0,213.88205636458912
48,64,0,213.88205636458912
69,0,0.10156258124999999,213.9836189458391
81,60,0.00086805625,213.9844870020891
48,0,0.03385419375,214.0183411958391
51,33,0.00086805625,214.0192092520891
81,0,0.06857644375,214.0877856958391
75,39,0.00086805625,214.0886537520891
51,0,0.06857644375,214.1572301958391
54,33,0.00086805625,214.1580982520891
75,0,0.03385419375,214.1919524458391
78,38,0.00086805625,214.1928205020891
78,0,0.09809035625,214.2909108583391
54,0,0.0052083375,214.29611919583908
68,37,0,214.29611919583908
56,33,0,214.29611919583908
68,0,0.11268928125,214.40880847708908
80,54,0,214.40880847708908
56,0,0.040625,214.4494334770891
54,33,0.0010416666666666667,214.45047514375577
80,0,0.08229166666666667,214.53276681042243
75,35,0,214.53276681042243
54,0,0.08816959583333334,214.62093640625577
51,33,0.0011160708333333334,214.62205247708908
75,0,0.0435267625,214.66557923958908
78,33,0,214.66557923958908
51,0,0.17343750000000002,214.83901673958908
78,0,0.003125,214.8421417395891
49,49,0,214.8421417395891
68,64,0.08779765416666667,214.92993939375577
49,0,0.029017868750000002,214.95895726250578
56,49,0.0007440479166666667,214.95970131042245
68,0,0.05877978541666667,215.01848109583912
69,64,0.0007440479166666667,215.0192251437558
56,0,0.05877978541666667,215.07800492917247
61,49,0.0007440479166666667,215.07874897708913
69,0,0.029017868750000002,215.10776684583914
68,64,0.0007440479166666667,215.1085108937558
68,0,0.08854170208333334,215.19705259583915
61,0,0,215.19705259583915
67,64,0.0007440479166666667,215.19779664375582
64,49,0,215.19779664375582
67,0,0.08854170208333334,215.28633834583917
68,64,0.0007440479166666667,215.28708239375584
64,0,0.029017868750000002,215.31610026250584
61,49,0.0007440479166666667,215.3168443104225
68,0,0.05877978541666667,215.37562409583919
73,64,0.0007440479166666667,215.37636814375585
61,0,0.05877978541666667,215.43514792917253
56,49,0.0007440479166666667,215.4358919770892
73,0,0.029017868750000002,215.4649098458392
76,64,0.0007440479166666667,215.46565389375587
56,0,0.08258931875,215.54824321250587
76,0,0.0059523833333333335,215.5541955958392
75,64,0.0007440479166666667,215.55493964375586
52,49,0,215.55493964375586
75,0,0.08854170208333334,215.6434813458392
73,64,0.0007440479166666667,215.64422539375587
52,0,0.029017868750000002,215.67324326250588
56,49,0.0007440479166666667,215.67398731042255
73,0,0.05877978541666667,215.73276709583922
75,64,0.0007440479166666667,215.7335111437559
56,0,0.05877978541666667,215.79229092917257
61,49,0.0007440479166666667,215.79303497708923
75,0,0.029017868750000002,215.82205284583924
73,64,0.0007440479166666667,215.8227968937559
73,0,0.08854170208333334,215.91133859583925
61,0,0,215.91133859583925
72,64,0.0007440479166666667,215.91208264375592
64,49,0,215.91208264375592
72,0,0.08854170208333334,216.00062434583927
73,64,0.0007440479166666667,216.00136839375594
64,0,0.029017868750000002,216.03038626250594
61,49,0.0007440479166666667,216.0311303104226
73,0,0.05877978541666667,216.0899100958393
76,64,0.0007440479166666667,216.09065414375596
61,0,0.05877978541666667,216.14943392917263
56,49,0.0007440479166666667,216.1501779770893
76,0,0.029017868750000002,216.1791958458393
80,64,0.0007440479166666667,216.17993989375597
56,0,0.08258931875,216.26252921250597
80,0,0.0014880958333333334,216.2640173083393
49,49,0.005208335416666667,216.26922564375596
68,64,0.08779765416666667,216.35702329792264
49,0,0.029017868750000002,216.38604116667264
56,49,0.0007440479166666667,216.3867852145893
68,0,0.05877978541666667,216.44556500000598
69,64,0.0007440479166666667,216.44630904792265
56,0,0.05877978541666667,216.50508883333933
61,49,0.0007440479166666667,216.505832881256
69,0,0.029017868750000002,216.534850750006
68,64,0.0007440479166666667,216.53559479792267
68,0,0.08854170208333334,216.62413650000602
61,0,0,216.62413650000602
67,64,0.0007440479166666667,216.6248805479227
64,49,0,216.6248805479227
67,0,0.08854170208333334,216.71342225000603
68,64,0.0007440479166666667,216.7141662979227
64,0,0.029017868750000002,216.7431841666727
61,49,0.0007440479166666667,216.74392821458937
68,0,0.05877978541666667,216.80270800000605
73,64,0.0007440479166666667,216.80345204792272
61,0,0.05877978541666667,216.8622318333394
56,49,0.0007440479166666667,216.86297588125606
73,0,0.029017868750000002,216.89199375000607
76,64,0.0007440479166666667,216.89273779792273
56,0,0.08258931875,216.97532711667273
76,0,0.0059523833333333335,216.98127950000605
75,64,0.0007440479166666667,216.98202354792272
52,49,0,216.98202354792272
75,0,0.08854170208333334,217.07056525000607
73,64,0.0007440479166666667,217.07130929792274
52,0,0.029017868750000002,217.10032716667274
56,49,0.0007440479166666667,217.1010712145894
73,0,0.05877978541666667,217.15985100000609
75,64,0.0007440479166666667,217.16059504792275
56,0,0.05877978541666667,217.21937483333943
61,49,0.0007440479166666667,217.2201188812561
75,0,0.029017868750000002,217.2491367500061
73,64,0.0007440479166666667,217.24988079792277
73,0,0.08854170208333334,217.33842250000612
61,0,0,217.33842250000612
72,64,0.0007440479166666667,217.3391665479228
64,49,0,217.3391665479228
72,0,0.08854170208333334,217.42770825000613
73,64,0.0007440479166666667,217.4284522979228
64,0,0.029017868750000002,217.4574701666728
61,49,0.0007440479166666667,217.45821421458947
73,0,0.05877978541666667,217.51699400000615
76,64,0.0007440479166666667,217.51773804792282
61,0,0.05877978541666667,217.5765178333395
56,49,0.0007440479166666667,217.57726188125616
76,0,0.029017868750000002,217.60627975000617
80,64,0.0007440479166666667,217.60702379792284
56,0,0.08258931875,217.68961311667283
80,0,0.0014880958333333334,217.69110121250617
51,49,0.005208335416666667,217.69630954792282
69,68,0.08779765416666667,217.7841072020895
51,0,0.029017868750000002,217.8131250708395
57,54,0.0007440479166666667,217.81386911875617
69,0,0.05877978541666667,217.87264890417285
73,72,0.0007440479166666667,217.87339295208952
57,0,0.05877978541666667,217.9321727375062
61,59,0.0007440479166666667,217.93291678542286
73,0,0.029017868750000002,217.96193465417286
75,76,0.0007440479166666667,217.96267870208953
75,0,0.08854170208333334,218.05122040417288
61,0,0,218.05122040417288
78,80,0.0007440479166666667,218.05196445208955
66,64,0,218.05196445208955
78,0,0.08854170208333334,218.1405061541729
81,84,0.0007440479166666667,218.14125020208957
66,0,0.029017868750000002,218.17026807083957
61,69,0.0007440479166666667,218.17101211875624
81,0,0.05877978541666667,218.2297919041729
85,88,0.0007440479166666667,218.23053595208958
61,0,0.05877978541666667,218.28931573750626
57,74,0.0007440479166666667,218.29005978542293
85,0,0.029017868750000002,218.31907765417293
87,92,0.0007440479166666667,218.3198217020896
57,0,0.08258931875,218.4024110208396
87,0,0.0059523833333333335,218.40836340417292
95,96,0.0007440479166666667,218.4091074520896
54,80,0,218.4091074520896
95,0,0.08854170208333334,218.49764915417293
93,92,0.0007440479166666667,218.4983932020896
54,0,0.029017868750000002,218.5274110708396
61,75,0.0007440479166666667,218.52815511875627
93,0,0.05877978541666667,218.58693490417295
92,88,0.0007440479166666667,218.58767895208962
61,0,0.05877978541666667,218.6464587375063
63,70,0.0007440479166666667,218.64720278542296
92,0,0.029017868750000002,218.67622065417297
90,84,0.0007440479166666667,218.67696470208963
90,0,0.08854170208333334,218.76550640417298
63,0,0,218.76550640417298
88,80,0.0007440479166666667,218.76625045208965
69,65,0,218.76625045208965
88,0,0.08854170208333334,218.854792154173
87,76,0.0007440479166666667,218.85553620208967
69,0,0.029017868750000002,218.88455407083967
63,60,0.0007440479166666667,218.88529811875634
87,0,0.05877978541666667,218.944077904173
90,72,0.0007440479166666667,218.94482195208968
63,0,0.05877978541666667,219.00360173750636
61,55,0.0007440479166666667,219.00434578542303
90,0,0.029017868750000002,219.03336365417303
85,68,0.0007440479166666667,219.0341077020897
61,0,0.08258931875,219.1166970208397
85,0,0.0014880958333333334,219.11818511667303
84,64,0.005208335416666667,219.1233934520897
44,49,0,219.1233934520897
84,0,0.08705360625,219.2104470583397
87,64,0.0007440479166666667,219.21119110625636
44,0,0.029017868750000002,219.24020897500637
51,49,0.0007440479166666667,219.24095302292304
87,0,0.05877978541666667,219.2997328083397
81,64,0.0007440479166666667,219.30047685625638
51,0,0.05877978541666667,219.35925664167306
54,49,0.0007440479166666667,219.36000068958973
81,0,0.029017868750000002,219.38901855833973
80,64,0.0007440479166666667,219.3897626062564
80,0,0.08854170208333334,219.47830430833974
54,0,0,219.47830430833974
78,64,0.0007440479166666667,219.4790483562564
60,49,0,219.4790483562564
78,0,0.08854170208333334,219.56759005833976
81,64,0.0007440479166666667,219.56833410625643
60,0,0.029017868750000002,219.59735197500643
54,49,0.0007440479166666667,219.5980960229231
81,0,0.05877978541666667,219.65687580833978
76,64,0.0007440479166666667,219.65761985625645
54,0,0.05877978541666667,219.71639964167312
51,49,0.0007440479166666667,219.7171436895898
76,0,0.029017868750000002,219.7461615583398
75,64,0.0007440479166666667,219.74690560625646
51,0,0.08258931875,219.82949492500646
75,0,0.0059523833333333335,219.83544730833978
78,64,0.0007440479166666667,219.83619135625645
44,49,0,219.83619135625645
78,0,0.08854170208333334,219.9247330583398
73,64,0.0007440479166666667,219.92547710625647
44,0,0.029017868750000002,219.95449497500647
51,49,0.0007440479166666667,219.95523902292314
73,0,0.05877978541666667,220.0140188083398
72,64,0.0007440479166666667,220.01476285625648
51,0,0.05877978541666667,220.07354264167316
54,49,0.0007440479166666667,220.07428668958983
72,0,0.029017868750000002,220.10330455833983
75,64,0.0007440479166666667,220.1040486062565
75,0,0.08854170208333334,220.19259030833985
54,0,0,220.19259030833985
69,64,0.0007440479166666667,220.1933343562565
60,49,0,220.1933343562565
69,0,0.08854170208333334,220.28187605833986
68,64,0.0007440479166666667,220.28262010625653
60,0,0.029017868750000002,220.31163797500653
54,49,0.0007440479166666667,220.3123820229232
68,0,0.05877978541666667,220.37116180833988
71,64,0.0007440479166666667,220.37190585625655
54,0,0.05877978541666667,220.43068564167322
51,49,0.0007440479166666667,220.4314296895899
71,0,0.029017868750000002,220.4604475583399
69,64,0.0007440479166666667,220.46119160625656
51,0,0.08258931875,220.54378092500656
49,49,0.00669643125,220.55047735625655
69,0,0.07812503125,220.62860238750656
68,64,0.009672622916666667,220.63827501042323
49,0,0.029017868750000002,220.66729287917323
56,49,0.0007440479166666667,220.6680369270899
68,0,0.05877978541666667,220.72681671250658
69,64,0.0007440479166666667,220.72756076042324
56,0,0.05877978541666667,220.78634054583992
61,49,0.0007440479166666667,220.7870845937566
69,0,0.029017868750000002,220.8161024625066
68,64,0.0007440479166666667,220.81684651042326
68,0,0.08854170208333334,220.9053882125066
61,0,0,220.9053882125066
67,64,0.0007440479166666667,220.90613226042328
64,49,0,220.90613226042328
67,0,0.08854170208333334,220.99467396250662
68,64,0.0007440479166666667,220.9954180104233
64,0,0.029017868750000002,221.0244358791733
61,49,0.0007440479166666667,221.02517992708997
68,0,0.05877978541666667,221.08395971250664
73,64,0.0007440479166666667,221.0847037604233
61,0,0.05877978541666667,221.14348354583998
56,49,0.0007440479166666667,221.14422759375665
73,0,0.029017868750000002,221.17324546250666
76,64,0.0007440479166666667,221.17398951042333
56,0,0.08258931875,221.25657882917332
76,0,0.0059523833333333335,221.26253121250664
75,64,0.0007440479166666667,221.2632752604233
52,49,0,221.2632752604233
75,0,0.08854170208333334,221.35181696250666
73,64,0.0007440479166666667,221.35256101042333
52,0,0.029017868750000002,221.38157887917333
56,49,0.0007440479166666667,221.38232292709
73,0,0.05877978541666667,221.44110271250668
75,64,0.0007440479166666667,221.44184676042335
56,0,0.05877978541666667,221.50062654584002
61,50,0.0007440479166666667,221.5013705937567
75,0,0.029017868750000002,221.5303884625067
73,65,0.0007440479166666667,221.53113251042336
73,0,0.08854170208333334,221.6196742125067
61,0,0,221.6196742125067
72,65,0.0007440479166666667,221.62041826042338
64,51,0,221.62041826042338
72,0,0.08854170208333334,221.70895996250673
73,66,0.0007440479166666667,221.7097040104234
64,0,0.029017868750000002,221.7387218791734
61,51,0.0007440479166666667,221.73946592709007
73,0,0.05877978541666667,221.79824571250674
76,66,0.0007440479166666667,221.7989897604234
61,0,0.05877978541666667,221.85776954584009
56,52,0.0007440479166666667,221.85851359375675
76,0,0.029017868750000002,221.88753146250676
80,67,0.0007440479166666667,221.88827551042343
56,0,0.08258931875,221.97086482917342
80,0,0.0014880958333333334,221.97235292500676
76,67,0.005208335416666667,221.9775612604234
54,53,0,221.9775612604234
76,0,0.08705360625,222.06461486667342
75,68,0.0007440479166666667,222.0653589145901
54,0,0.029017868750000002,222.0943767833401
61,53,0.0007440479166666667,222.09512083125676
75,0,0.05877978541666667,222.15390061667344
76,68,0.0007440479166666667,222.1546446645901
61,0,0.05877978541666667,222.21342445000678
63,54,0.0007440479166666667,222.21416849792345
76,0,0.029017868750000002,222.24318636667346
75,69,0.0007440479166666667,222.24393041459012
75,0,0.08854170208333334,222.33247211667347
63,0,0,222.33247211667347
74,69,0.0007440479166666667,222.33321616459014
69,55,0,222.33321616459014
74,0,0.08854170208333334,222.4217578666735
75,70,0.0007440479166666667,222.42250191459016
69,0,0.029017868750000002,222.45151978334016
63,56,0.0007440479166666667,222.45226383125683
75,0,0.05877978541666667,222.5110436166735
78,70,0.0007440479166666667,222.51178766459017
63,0,0.05877978541666667,222.57056745000685
61,56,0.0007440479166666667,222.57131149792352
78,0,0.029017868750000002,222.60032936667352
81,70,0.0007440479166666667,222.6010734145902
61,0,0.08258931875,222.68366273334019
81,0,0.0014880958333333334,222.68515082917352
78,71,0.005208335416666667,222.69035916459018
56,57,0,222.69035916459018
78,0,0.08705360625,222.7774127708402
77,71,0.0007440479166666667,222.77815681875686
56,0,0.029017868750000002,222.80717468750686
61,58,0.0007440479166666667,222.80791873542353
77,0,0.05877978541666667,222.8666985208402
78,72,0.0007440479166666667,222.86744256875687
61,0,0.05877978541666667,222.92622235417355
65,58,0.0007440479166666667,222.92696640209022
78,0,0.029017868750000002,222.95598427084022
77,72,0.0007440479166666667,222.9567283187569
77,0,0.08854170208333334,223.04527002084023
65,0,0,223.04527002084023
76,73,0.0007440479166666667,223.0460140687569
71,59,0,223.0460140687569
76,0,0.08854170208333334,223.13455577084025
77,73,0.0007440479166666667,223.13529981875692
71,0,0.029017868750000002,223.16431768750692
65,60,0.0007440479166666667,223.1650617354236
77,0,0.05877978541666667,223.22384152084027
80,74,0.0007440479166666667,223.22458556875694
65,0,0.05877978541666667,223.2833653541736
61,61,0.0007440479166666667,223.28410940209028
80,0,0.029017868750000002,223.31312727084028
85,74,0.0007440479166666667,223.31387131875695
61,0,0.08258931875,223.39646063750695
85,0,0.0014880958333333334,223.3979487333403
57,61,0.005208335416666667,223.40315706875694
73,75,0.08779765416666667,223.49095472292362
57,0,0.029017868750000002,223.51997259167362
61,62,0.0007440479166666667,223.5207166395903
73,0,0.05877978541666667,223.57949642500697
74,76,0.0007440479166666667,223.58024047292363
61,0,0.05877978541666667,223.6390202583403
66,63,0.0007440479166666667,223.63976430625698
74,0,0.029017868750000002,223.66878217500698
73,76,0.0007440479166666667,223.66952622292365
73,0,0.08854170208333334,223.758067925007
66,0,0,223.758067925007
72,77,0.0007440479166666667,223.75881197292367
69,63,0,223.75881197292367
72,0,0.08854170208333334,223.847353675007
73,77,0.0007440479166666667,223.84809772292368
69,0,0.029017868750000002,223.8771155916737
66,64,0.0007440479166666667,223.87785963959035
73,0,0.05877978541666667,223.93663942500703
78,77,0.0007440479166666667,223.9373834729237
66,0,0.05877978541666667,223.99616325834037
61,65,0.0007440479166666667,223.99690730625704
78,0,0.029017868750000002,224.02592517500705
81,78,0.0007440479166666667,224.02666922292372
61,0,0.08258931875,224.1092585416737
81,0,0.0059523833333333335,224.11521092500703
78,78,0.0007440479166666667,224.1159549729237
56,66,0,224.1159549729237
78,0,0.08705360625,224.2030085791737
77,79,0.0007440479166666667,224.20375262709038
56,0,0.029017868750000002,224.23277049584038
61,66,0.0007440479166666667,224.23351454375705
77,0,0.05877978541666667,224.29229432917373
78,79,0.0007440479166666667,224.2930383770904
61,0,0.05877978541666667,224.35181816250707
65,67,0.0007440479166666667,224.35256221042374
78,0,0.029017868750000002,224.38158007917374
77,80,0.0007440479166666667,224.3823241270904
77,0,0.08854170208333334,224.47086582917376
65,0,0,224.47086582917376
76,80,0.0007440479166666667,224.47160987709043
71,68,0,224.47160987709043
76,0,0.08854170208333334,224.56015157917378
77,81,0.0007440479166666667,224.56089562709045
71,0,0.029017868750000002,224.58991349584045
65,68,0.0007440479166666667,224.59065754375712
77,0,0.05877978541666667,224.6494373291738
80,81,0.0007440479166666667,224.65018137709046
65,0,0.05877978541666667,224.70896116250714
61,69,0.0007440479166666667,224.7097052104238
80,0,0.029017868750000002,224.7387230791738
85,82,0.0007440479166666667,224.73946712709048
61,0,0.08258931875,224.82205644584047
85,0,0.0014880958333333334,224.8235445416738
80,82,0.005208335416666667,224.82875287709047
57,70,0,224.82875287709047
80,0,0.08705360625,224.91580648334048
78,83,0.0007440479166666667,224.91655053125714
57,0,0.029017868750000002,224.94556840000715
61,71,0.0007440479166666667,224.94631244792382
78,0,0.05877978541666667,225.0050922333405
80,83,0.0007440479166666667,225.00583628125716
61,0,0.05877978541666667,225.06461606667384
66,71,0.0007440479166666667,225.0653601145905
80,0,0.029017868750000002,225.0943779833405
78,84,0.0007440479166666667,225.09512203125718
78,0,0.08854170208333334,225.18366373334052
66,0,0,225.18366373334052
77,84,0.0007440479166666667,225.1844077812572
69,72,0,225.1844077812572
77,0,0.08854170208333334,225.27294948334054
78,84,0.0007440479166666667,225.2736935312572
69,0,0.029017868750000002,225.3027114000072
66,73,0.0007440479166666667,225.30345544792388
78,0,0.05877978541666667,225.36223523334056
81,85,0.0007440479166666667,225.36297928125722
66,0,0.05877978541666667,225.4217590666739
61,73,0.0007440479166666667,225.42250311459057
81,0,0.029017868750000002,225.45152098334057
85,85,0.0007440479166666667,225.45226503125724
61,0,0.08258931875,225.53485435000724
85,0,0.0014880958333333334,225.53634244584057
81,86,0.005208335416666667,225.54155078125723
48,74,0,225.54155078125723
81,0,0.08705360625,225.62860438750724
80,86,0.0007440479166666667,225.6293484354239
48,0,0.029017868750000002,225.6583663041739
54,75,0.0007440479166666667,225.65911035209058
80,0,0.05877978541666667,225.71789013750725
81,87,0.0007440479166666667,225.71863418542392
54,0,0.05877978541666667,225.7774139708406
56,76,0.0007440479166666667,225.77815801875727
81,0,0.029017868750000002,225.80717588750727
80,87,0.0007440479166666667,225.80791993542394
80,0,0.08854170208333334,225.8964616375073
56,0,0,225.8964616375073
79,88,0.0007440479166666667,225.89720568542396
63,76,0,225.89720568542396
79,0,0.08854170208333334,225.9857473875073
80,88,0.0007440479166666667,225.98649143542397
63,0,0.029017868750000002,226.01550930417397
56,77,0.0007440479166666667,226.01625335209064
80,0,0.05877978541666667,226.07503313750732
84,89,0.0007440479166666667,226.075777185424
56,0,0.05877978541666667,226.13455697084066
54,78,0.0007440479166666667,226.13530101875733
84,0,0.029017868750000002,226.16431888750733
87,89,0.0007440479166666667,226.165062935424
54,0,0.08258931875,226.247652254174
87,0,0.0014880958333333334,226.24914035000734
80,90,0.005208335416666667,226.254348685424
49,78,0,226.254348685424
80,0,0.08705360625,226.341402291674
81,90,0.0007440479166666667,226.34214633959067
49,0,0.029017868750000002,226.37116420834067
56,79,0.0007440479166666667,226.37190825625734
81,0,0.05877978541666667,226.43068804167402
80,91,0.0007440479166666667,226.4314320895907
56,0,0.05877978541666667,226.49021187500736
61,80,0.0007440479166666667,226.49095592292403
80,0,0.029017868750000002,226.51997379167403
79,91,0.0007440479166666667,226.5207178395907
79,0,0.08854170208333334,226.60925954167405
61,0,0,226.60925954167405
80,91,0.0007440479166666667,226.61000358959072
64,81,0,226.61000358959072
80,0,0.08407741458333333,226.69408100417405
88,127,0.005208335416666667,226.6992893395907
64,0,0.029017868750000002,226.7283072083407
61,81,0.0007440479166666667,226.72905125625738
88,0,0.05877978541666667,226.78783104167405
87,92,0.0007440479166666667,226.78857508959072
61,0,0.05877978541666667,226.8473548750074
56,82,0.0007440479166666667,226.84809892292407
87,0,0.029017868750000002,226.87711679167407
86,93,0.0007440479166666667,226.87786083959074
56,0,0.08258931875,226.96045015834073
86,0,0.0059523833333333335,226.96640254167406
85,93,0.0007440479166666667,226.96714658959073
51,83,0,226.96714658959073
85,0,0.08705360625,227.05420019584074
84,94,0.0007440479166666667,227.0549442437574
51,0,0.029017868750000002,227.0839621125074
56,83,0.0007440479166666667,227.08470616042408
84,0,0.05877978541666667,227.14348594584075
83,94,0.0007440479166666667,227.14422999375742
56,0,0.05877978541666667,227.2030097791741
60,84,0.0007440479166666667,227.20375382709076
83,0,0.029017868750000002,227.23277169584077
82,95,0.0007440479166666667,227.23351574375744
82,0,0.08854170208333334,227.32205744584078
60,0,0,227.32205744584078
81,95,0.0007440479166666667,227.32280149375745
66,85,0,227.32280149375745
81,0,0.08854170208333334,227.4113431958408
80,96,0.0007440479166666667,227.41208724375747
66,0,0.029017868750000002,227.44110511250747
60,86,0.0007440479166666667,227.44184916042414
80,0,0.05877978541666667,227.50062894584082
79,96,0.0007440479166666667,227.50137299375749
60,0,0.05877978541666667,227.56015277917416
56,86,0.0007440479166666667,227.56089682709083
79,0,0.029017868750000002,227.58991469584083
78,97,0.0007440479166666667,227.5906587437575
56,0,0.08258931875,227.6732480625075
78,0,0.0014880958333333334,227.67473615834083
76,97,0.005208335416666667,227.6799444937575
52,87,0,227.6799444937575
76,0,0.08705360625,227.7669981000075
78,98,0.0007440479166666667,227.76774214792417
52,0,0.029017868750000002,227.79676001667417
56,88,0.0007440479166666667,227.79750406459084
78,0,0.05877978541666667,227.85628385000751
76,98,0.0007440479166666667,227.85702789792418
56,0,0.05877978541666667,227.91580768334086
61,88,0.0007440479166666667,227.91655173125753
76,0,0.029017868750000002,227.94556960000753
75,98,0.0007440479166666667,227.9463136479242
75,0,0.08854170208333334,228.03485535000755
61,0,0,228.03485535000755
76,99,0.0007440479166666667,228.03559939792422
64,89,0,228.03559939792422
76,0,0.08407741458333333,228.11967681250755
88,127,0.005208335416666667,228.1248851479242
64,0,0.029017868750000002,228.1539030166742
61,90,0.0007440479166666667,228.15464706459088
88,0,0.05877978541666667,228.21342685000755
87,100,0.0007440479166666667,228.21417089792422
61,0,0.05877978541666667,228.2729506833409
56,91,0.0007440479166666667,228.27369473125756
87,0,0.029017868750000002,228.30271260000757
86,100,0.0007440479166666667,228.30345664792424
